7	3	6	4	5	3	4	5	3	4	3	4	5	3	6	7	7	4	5	3	5	5	4	2	3	1	6	6	2	3	6	6	1	5	2	1	3	1	5	1	7	5	3	1	1	18	1	6	6	3	2	1	.	3	4	7	2	6	5	2	4.3	7	3	1	3	2.5	0	3	3	3	2	1	1	3	2
8	5	5	6	2	3	3	6	2	2	5	5	6	2	4	7	7	2	2	5	3	5	2	2	4	5	5	5	2	5	5	5	1	3	5	2	6	6	3	5	5	3	6	5	2	18	1	5	3	1	2	2	.	6	6	3	3	6	3	3	3.6	2	5	3	5	4.4	0	3	1	3	3	3	3	3	3
9	7	1	2	1	7	7	7	7	3	7	7	7	7	5	7	6	2	4	6	1	6	2	6	5	4	5	5	2	2	7	6	1	7	5	4	5	6	4	3	5	5	5	4	2	18	1	5	5	3	3	1	.	4	6	4	3	6	6	1	4.4	2	4	3	3	3.8	0	1	1	3	3	3	2	3	3
10	7	1	1	1	7	7	7	7	1	7	7	7	6	6	7	6	1	1	7	2	7	1	9	7	1	7	7	1	1	7	1	1	7	2	1	2	7	7	2	7	6	2	1	2	18	3	1	1	1	1	1	.	7	7	7	1	7	7	1	4.6	1	1	1	2	1.5	1	1	1	3	3	3	3	3	3
11	7	1	3	1	7	7	7	7	5	7	7	7	7	5	7	7	2	2	6	3	6	2	6	6	1	6	6	1	1	6	1	1	6	6	2	6	3	2	3	2	3	7	3	2	18	5	7	7	5	4	1	.	6	6	7	2	7	7	2	4.5	5	6	6	5	4.9	0	1	1	3	3	3	3	3	3
12	6	2	5	2	6	6	6	6	5	7	5	6	5	5	6	5	5	6	5	7	5	4	6	6	4	5	5	5	6	5	7	4	6	4	4	6	6	6	3	5	5	3	4	2	20	1	5	7	1	2	2	.	2	4	4	3	3	2	3	4.3	2	2	3	3	3.4	0	1	1	3	3	3	1	3	2
13	3	6	6	6	3	3	4	2	6	5	4	4	3	4	7	7	6	6	3	6	3	5	2	6	6	6	7	4	2	3	7	3	3	6	6	6	5	4	5	4	4	3	3	2	17	3	4	7	1	3	.	3.52	2	3	2	1	4	6	5	4.3	3	4	4	4	4.4	0	3	3	2	2	1	1	1	1
13	6	2	1	2	6	6	5	4	2	4	6	6	3	6	7	7	2	2	6	3	5	3	3	6	5	6	6	1	1	6	2	1	7	5	6	7	5	2	5	2	3	6	5	2	18	6	6	7	3	3	2	3.2	6	5	3	2	7	7	2	4.3	3	6	6	5	5.4	0	1	1	3	3	3	3	3	3
14	5	3	5	3	5	2	5	5	4	5	4	5	4	4	6	5	6	6	4	6	5	5	5	5	5	5	5	3	5	6	5	3	5	6	6	6	3	3	5	3	3	4	5	2	21	3	1	1	1	1	3	.	2	3	3	3	5	3	2	3.9	5	5	5	5	5.2	1	1	1	3	2	2	1	3	1
15	6	3	4	2	5	6	6	6	4	6	6	7	5	6	6	3	4	5	5	6	5	4	5	6	4	7	7	2	2	6	5	1	7	4	3	4	5	5	5	6	4	2	3	2	18	1	3	4	1	2	1	.	3	4	4	1	6	6	2	4.5	3	3	2	4	3.3	0	1	1	3	3	3	1	3	2
16	4	6	1	3	1	4	4	2	4	3	5	6	1	5	7	6	5	5	3	6	4	3	2	7	5	7	6	3	5	6	5	3	5	5	5	7	2	2	6	5	4	7	7	2	18	1	5	4	4	2	1	.	3	5	3	2	5	3	2	4.2	6	6	3	4	5.6	0	3	1	2	3	1	1	2	3
17	6	2	6	2	4	4	6	4	5	6	6	6	2	6	7	7	5	3	5	6	6	5	9	6	2	6	6	2	1	6	4	1	6	1	7	6	5	5	5	2	5	2	4	2	18	3	3	3	6	1	.	2.74	5	3	6	2	6	7	2	4.6	3	3	6	3	4	1	1	1	3	3	3	3	3	1
17	7	1	1	1	7	7	7	7	1	7	7	7	7	5	7	4	3	5	5	5	3	6	10	6	5	6	5	2	4	7	3	1	5	4	4	2	3	4	5	5	5	4	3	2	18	6	5	6	3	3	1	.	3	2	3	3	6	4	1	3.8	5	4	3	3	3.7	0	1	1	3	3	3	1	1	1
18	6	1	5	1	5	4	5	6	1	5	5	7	4	4	6	1	6	6	5	7	6	4	6	6	5	7	6	3	6	7	7	3	5	3	2	5	5	3	4	3	2	2	3	2	18	1	4	7	6	3	1	.	2	4	3	2	5	2	1	4.1	3	5	5	6	3.8	0	1	1	3	3	3	1	3	2
19	3	5	1	3	2	4	2	2	4	3	3	5	1	5	5	5	5	5	3	3	4	4	2	4	5	5	5	4	6	4	7	4	3	5	5	6	4	3	3	4	3	5	6	2	18	1	4	4	3	2	1	.	3	4	3	3	4	2	4	3.9	4	5	4	5	4.8	0	3	1	1	1	1	1	2	2
20	5	4	4	3	4	4	5	5	4	5	4	5	4	4	6	5	5	5	4	5	4	4	5	5	5	5	5	4	5	5	3	2	4	3	5	6	3	3	5	4	3	2	5	2	19	7	4	4	1	1	2	.	3	4	3	3	4	3	3	3.5	5	5	4	5	4.5	0	2	1	3	2	2	1	2	2
21	5	3	4	3	5	4	5	5	6	5	5	5	4	4	4	6	3	6	4	5	3	3	3	5	3	5	6	3	3	5	3	1	5	3	4	6	5	5	5	7	6	3	4	2	18	1	7	7	3	2	1	.	2	5	5	2	5	5	3	3.9	3	3	1	2	3.4	0	1	1	3	3	2	1	1	3
22	6	3	6	4	5	7	4	5	1	6	5	7	2	7	7	7	1	1	7	2	7	1	3	7	1	7	7	1	2	7	2	1	7	4	2	6	6	7	5	5	5	7	6	2	18	6	6	6	4	4	2	.	7	7	7	1	7	6	1	4.6	2	1	3	3	3.9	0	1	2	2	3	3	3	3	3
23	5	3	5	3	4	4	5	4	5	5	5	4	4	4	7	6	5	5	4	5	4	5	3	4	4	5	4	3	5	4	5	4	4	4	5	7	4	3	5	3	4	5	6	1	18	3	3	3	.	2	1	.	3	3	4	4	5	3	4	4.2	4	5	5	4	5	1	1	1	3	3	2	1	2	1
24	7	1	5	1	7	6	7	7	1	7	7	7	7	4	7	7	1	7	7	7	7	1	6	6	4	6	7	2	2	7	7	7	7	4	5	7	6	6	6	4	7	4	4	1	18	1	3	4	1	3	1	.	1	7	4	1	6	6	1	5.1	2	2	4	1	3.9	0	1	1	3	3	3	1	3	3
25	6	2	7	4	6	7	5	6	1	6	6	7	5	5	6	7	5	3	6	7	7	2	6	1	2	5	6	3	1	6	2	1	6	6	5	7	6	3	4	3	5	7	2	1	18	1	7	7	4	3	1	.	5	6	6	2	5	7	2	3.7	2	5	5	3	4.6	0	1	2	3	3	3	3	3	3
25	7	2	4	2	5	5	6	6	6	5	6	7	6	6	6	6	2	4	6	4	6	2	6	6	2	7	7	1	1	7	1	1	7	3	2	3	6	6	2	6	6	2	1	1	18	6	7	6	4	3	.	3.96	4	6	6	1	7	7	1	4.4	2	2	2	2	2.1	0	1	1	3	3	3	2	3	3
26	4	4	4	4	4	4	2	4	3	3	4	4	3	5	5	5	5	5	4	4	4	4	3	4	4	4	3	4	3	4	4	4	4	2	2	2	3	4	3	2	2	2	2	1	19	1	3	3	6	2	2	.	3	4	4	5	4	5	4	4.2	5	4	6	6	3.4	1	2	2	1	2	2	1	2	2
27	5	3	5	3	5	2	6	6	6	6	5	4	3	3	6	4	5	6	3	5	3	5	6	6	3	5	4	3	4	5	7	3	4	5	5	7	3	3	4	5	4	4	5	1	20	3	3	1	1	1	3	.	2	3	5	4	5	4	3	4.6	5	5	3	4	4.7	1	1	1	3	3	1	1	1	1
28	7	1	4	1	6	6	7	6	2	7	7	7	6	5	7	7	3	2	5	5	5	6	5	6	5	7	7	2	3	7	6	3	6	5	4	5	5	4	5	4	5	4	3	2	19	7	7	.	1	2	2	.	6	2	3	1	6	5	1	4.4	3	4	4	3	4	0	1	1	3	3	3	3	3	1
29	7	1	1	1	7	7	7	7	1	7	7	7	7	5	7	5	1	1	7	2	7	1	9	7	1	7	7	1	1	7	1	1	7	2	2	2	7	6	2	7	6	3	4	1	18	6	6	7	5	5	1	.	7	7	7	1	7	7	1	4.6	1	2	1	2	2.1	0	1	1	3	3	3	3	3	3
30	5	3	3	3	4	5	6	6	4	5	5	7	5	5	7	6	6	7	4	6	5	5	6	2	6	5	5	4	6	6	7	4	5	5	6	7	5	3	5	4	4	5	6	2	18	1	6	6	3	2	1	.	1	3	2	3	4	2	2	3.6	3	5	4	4	5	0	1	1	3	3	2	1	3	1
31	5	4	7	5	5	5	5	5	5	7	6	6	3	4	6	6	5	5	5	7	6	6	5	6	4	6	6	2	2	7	6	1	7	6	6	6	7	5	5	5	5	6	5	2	20	3	5	6	1	2	3	.	3	2	4	2	6	6	1	4.5	1	3	3	3	4.4	0	2	3	3	3	3	1	3	1
32	4	6	3	5	4	5	4	6	6	5	3	7	6	6	5	6	3	5	4	3	6	3	3	5	6	6	5	3	5	4	6	3	4	3	6	7	5	6	3	5	4	3	2	1	18	7	4	3	1	2	.	3.52	3	5	2	3	5	3	4	4.1	3	2	3	4	3.6	0	3	3	2	1	2	1	3	3
32	6	3	5	3	5	4	6	7	4	6	4	5	4	4	3	4	2	3	6	7	6	4	2	6	2	5	4	3	3	5	3	3	5	2	4	3	3	6	2	3	2	3	2	1	19	6	3	4	5	4	1	.	5	4	6	4	5	5	3	4.5	5	2	5	6	3.4	0	1	1	3	2	3	3	3	2
33	7	1	4	1	7	7	7	7	1	7	7	7	5	6	6	4	4	5	7	5	7	1	9	7	3	7	7	1	4	7	4	1	7	1	4	5	7	5	1	7	5	2	4	2	20	6	6	7	4	3	3	.	3	7	5	1	7	4	1	4.4	1	3	1	3	2.5	0	1	1	3	3	3	1	3	3
33	7	5	5	6	3	1	4	5	1	2	4	7	1	6	7	7	7	7	2	7	1	7	2	3	7	6	4	2	4	3	7	2	1	7	7	7	3	5	7	1	2	7	7	2	18	2	4	3	1	1	.	2.86	1	1	1	4	6	4	5	3.9	5	3	7	6	6.3	0	3	3	2	2	1	1	1	1
34	5	5	5	2	5	5	5	7	6	4	5	6	5	2	7	7	6	6	2	6	4	2	2	5	5	6	6	2	5	5	6	4	3	5	5	7	3	2	5	5	1	1	6	1	18	3	3	3	6	3	1	.	2	6	3	2	6	3	3	4.1	5	6	3	7	5	1	3	1	3	3	1	1	2	3
34	5	1	3	1	6	6	6	6	3	6	6	6	6	6	7	7	5	5	5	5	4	2	4	2	6	4	7	2	5	3	7	1	2	5	3	3	6	6	1	3	6	4	1	2	18	6	7	7	3	3	.	3.82	3	6	2	1	6	3	5	3.3	2	2	5	2	2.8	0	1	1	3	3	3	1	2	3
35	6	3	5	3	5	5	5	5	4	5	5	5	5	5	6	5	3	3	6	5	5	2	3	6	5	5	5	3	6	7	7	1	5	4	2	4	5	5	3	5	5	4	4	2	20	3	4	4	5	4	3	3.3	5	6	3	3	5	2	1	3.8	3	3	3	3	3.3	0	1	1	3	3	3	3	3	3
35	7	1	1	1	7	6	7	7	1	6	6	7	7	7	7	6	6	1	7	4	7	1	6	6	2	6	6	1	5	6	4	4	7	2	2	4	5	5	1	5	4	4	3	2	18	6	7	6	6	3	.	3.84	7	7	6	2	7	3	2	4.7	3	3	3	4	2.9	0	1	1	3	3	3	3	3	3
36	4	5	7	2	3	3	5	4	4	4	5	4	4	5	7	6	1	3	5	3	6	6	5	6	2	6	6	2	2	2	2	1	6	3	2	5	5	5	5	4	5	3	4	2	18	1	3	3	4	3	1	.	5	2	6	2	6	6	6	4.7	3	3	4	3	3.5	1	3	1	3	3	3	3	3	1
36	6	2	4	2	5	6	6	6	2	6	6	7	5	7	6	5	2	1	6	5	7	1	5	6	5	7	6	1	3	7	5	1	5	4	3	5	5	4	3	6	6	2	4	2	19	6	7	7	4	4	.	3.94	7	7	3	2	7	5	1	4.2	3	4	2	2	3.2	0	1	1	3	3	3	3	3	3
37	2	6	7	6	2	4	4	3	4	3	4	5	2	5	7	7	5	5	4	5	4	4	3	3	5	5	5	3	5	4	3	4	4	4	5	7	5	4	5	4	5	5	5	2	19	3	1	3	1	1	2	3.55	3	4	3	3	5	3	4	3.7	3	4	4	3	4.5	1	3	3	2	2	2	1	2	2
37	4	6	4	6	3	4	6	6	1	6	6	6	4	6	7	7	3	3	6	7	5	5	6	5	5	7	6	6	1	6	6	1	6	4	1	4	6	6	1	5	7	4	4	2	18	3	4	1	1	1	.	3.14	5	3	3	2	2	7	2	4.1	2	2	3	1	2.6	0	3	3	3	3	3	3	3	1
38	6	2	4	2	6	6	6	6	4	6	6	6	6	4	5	5	2	2	4	5	5	5	5	6	1	6	6	2	2	6	2	2	6	4	2	7	5	5	4	4	4	3	4	2	19	6	6	6	6	4	2	3.1	6	3	7	2	6	6	2	4.5	3	3	4	4	3.8	0	1	1	3	3	2	3	3	1
38	6	4	7	7	4	3	7	3	7	5	6	5	2	6	7	7	7	7	3	7	7	7	3	3	3	5	5	2	1	6	2	1	5	4	5	7	5	5	6	5	4	4	6	2	18	3	1	3	1	1	.	3.37	1	1	5	3	6	7	2	3.9	3	3	3	4	4.5	1	2	3	3	3	1	1	3	1
39	6	3	4	2	6	6	6	6	4	7	6	7	5	5	7	7	6	6	4	6	5	4	9	6	5	5	5	3	7	6	6	4	4	4	5	6	5	4	5	6	4	3	4	2	18	1	7	7	.	4	2	3.76	2	4	3	3	5	1	2	3.9	3	4	2	4	4	0	1	1	3	3	2	1	3	2
39	7	4	7	1	4	4	7	6	4	6	6	7	2	7	7	7	1	1	7	5	7	1	6	7	1	7	7	1	1	7	1	1	7	3	1	4	5	5	2	7	5	2	1	2	18	3	1	1	1	2	.	2.35	7	7	7	1	7	7	1	4.6	3	3	1	3	2.3	1	2	1	3	3	3	3	3	3
40	3	7	2	4	2	6	5	3	2	5	3	7	1	7	7	7	6	3	5	2	7	2	2	1	7	5	5	7	7	1	7	7	2	7	6	7	2	3	2	1	5	7	5	2	21	1	6	6	3	2	4	3.89	5	6	1	3	1	1	7	3.5	6	5	7	3	5.5	0	3	2	3	1	3	3	3	3
40	7	1	3	1	7	5	7	7	1	7	7	7	5	5	6	6	3	5	6	3	6	3	5	7	1	7	7	1	1	7	1	1	7	2	1	4	7	6	1	4	7	3	1	2	18	7	7	6	4	4	.	3.18	3	5	7	1	7	7	1	4.6	1	2	4	1	2	0	1	1	3	3	3	1	3	3
41	6	5	1	4	7	7	7	7	4	7	7	7	1	6	7	7	5	5	6	7	4	5	9	6	1	6	6	6	1	7	4	1	7	4	5	3	6	5	1	3	2	1	6	2	18	3	4	4	1	1	.	.	3	3	7	2	2	7	1	4.3	2	3	5	6	3.6	0	3	2	3	3	3	1	2	1
41	7	1	7	1	7	7	7	7	5	6	7	7	7	7	7	7	7	7	5	7	6	2	3	6	1	6	6	1	1	6	5	1	4	7	6	7	2	2	7	2	2	5	6	2	20	3	4	4	3	3	3	3.6	1	6	7	2	7	7	2	4.7	6	6	6	6	6.2	0	1	1	3	3	3	1	3	3
42	6	1	3	1	6	6	6	7	5	7	6	6	4	5	6	4	2	2	6	4	5	2	6	7	2	6	6	1	2	6	2	1	7	2	2	2	6	6	1	7	6	2	1	2	19	3	1	3	1	1	.	3.24	6	6	6	2	7	6	2	4.6	2	2	1	2	1.7	1	1	1	3	3	3	3	3	3
42	7	1	3	1	6	6	7	7	4	7	6	7	5	5	4	5	7	7	5	7	3	2	5	3	6	4	4	4	4	4	6	2	2	7	7	7	4	3	3	2	4	7	6	2	18	6	5	6	3	2	2	3.25	1	6	2	4	4	4	4	3.5	4	5	6	4	5.6	0	1	1	3	3	3	1	1	3
43	4	6	5	4	3	4	3	4	1	4	4	7	4	5	6	6	3	5	4	5	5	3	2	3	6	4	5	6	6	2	2	4	2	5	6	4	2	3	6	2	3	4	4	2	17	6	3	3	1	2	.	3.29	3	5	2	3	2	2	6	3	6	5	6	5	5.1	1	3	2	1	2	2	1	3	3
43	6	3	1	2	6	5	6	7	5	6	4	7	6	5	5	4	7	7	3	6	3	5	9	2	7	1	1	7	6	2	6	7	1	7	6	7	3	2	6	1	2	6	7	2	19	1	6	6	3	2	2	2.79	1	3	1	7	1	2	6	3.4	5	6	7	6	6.3	0	1	1	3	2	1	1	1	1
44	7	1	3	1	7	7	7	7	1	7	7	7	7	6	7	7	5	5	5	5	7	3	5	7	5	6	7	1	5	6	1	1	7	2	2	2	7	6	3	5	6	1	2	2	18	6	5	7	3	2	1	.	3	5	3	1	7	3	2	3.8	1	2	3	2	2	0	1	1	3	3	3	1	3	3
45	6	2	2	1	5	5	6	6	2	6	6	6	5	4	7	7	5	4	4	3	5	3	3	5	4	5	5	2	2	5	7	3	3	2	3	7	4	3	3	6	4	3	3	2	19	3	3	1	1	1	2	3.02	4	5	4	3	6	6	3	4.5	4	5	2	4	3.6	1	1	1	3	3	2	2	3	3
46	5	3	6	2	6	6	6	6	2	6	4	7	6	6	7	6	7	7	3	6	1	6	3	5	6	6	4	2	3	6	7	2	4	4	2	7	4	4	2	2	5	5	6	2	18	7	4	4	6	3	1	.	1	2	2	4	6	5	2	4.3	4	4	6	3	4.3	0	1	1	3	2	1	1	1	1
46	7	1	2	1	7	7	7	7	2	7	7	7	7	4	7	5	3	3	5	5	5	2	6	6	2	6	6	1	1	7	1	1	6	4	4	4	6	6	2	6	5	4	2	2	19	6	6	4	6	4	2	3.04	5	6	6	2	7	7	1	4.3	2	2	2	3	2.9	0	1	1	3	3	3	3	3	3
47	4	5	7	4	4	3	4	5	4	5	3	5	3	3	6	5	5	6	3	6	4	3	2	5	2	5	5	2	3	5	6	1	5	2	1	4	5	4	1	5	5	1	1	2	18	3	3	1	3	2	1	.	2	5	6	3	6	5	3	4.5	3	4	3	3	2.3	1	3	2	2	1	1	1	2	3
47	7	4	5	3	4	4	5	6	6	4	4	6	4	6	7	7	7	7	2	7	4	4	3	5	4	5	4	4	3	3	7	2	4	4	6	7	3	3	5	4	5	6	6	2	18	3	1	1	6	2	1	2.72	1	4	4	4	4	5	5	4.5	5	5	4	3	5.1	1	2	1	3	2	1	1	2	2
48	5	3	7	4	4	4	4	4	3	4	5	7	2	5	7	6	6	6	4	6	6	6	1	5	6	4	5	4	5	4	2	2	5	2	2	4	5	4	4	5	4	2	2	2	19	3	4	4	3	2	1	.	2	2	2	3	4	3	4	3.4	3	4	3	4	3	0	1	2	2	3	2	1	3	1
48	6	3	4	2	7	7	7	7	4	7	7	7	7	6	7	3	5	7	5	5	6	2	6	7	1	7	7	1	1	7	1	1	7	4	2	5	6	6	1	6	7	2	1	1	18	6	6	6	4	4	1	3.9	1	6	7	1	7	7	1	4.6	2	2	2	1	2.2	0	1	1	3	3	3	1	3	3
49	3	6	4	5	1	3	4	4	3	2	4	6	3	6	7	4	7	6	3	5	5	4	2	4	6	4	5	6	6	3	4	5	3	4	5	7	4	4	5	6	2	4	3	2	19	1	4	.	1	2	2	3.4	2	4	2	3	2	2	5	3.4	4	4	2	6	4.4	0	3	3	2	2	1	1	3	2
49	4	5	5	5	3	2	3	3	4	5	3	4	3	1	7	7	7	7	1	7	2	7	2	4	5	5	3	4	5	3	1	5	4	5	5	7	2	2	4	4	2	4	6	2	21	1	4	3	3	2	4	2.69	1	1	3	5	4	3	5	3.9	6	6	4	6	5.3	0	3	3	1	1	1	1	1	1
50	4	5	4	4	3	3	5	4	5	5	4	6	5	6	7	7	6	6	5	6	4	4	5	7	3	7	5	2	2	6	4	1	6	4	5	6	6	5	4	5	4	3	4	2	18	1	3	3	1	3	1	3	2	4	5	3	6	6	2	4.7	2	3	3	4	3.8	1	3	2	3	2	3	1	2	2
50	4	4	6	4	5	3	5	7	3	3	4	7	3	6	7	7	7	7	5	7	7	5	5	5	5	6	4	1	5	5	4	1	4	3	6	7	4	4	7	4	5	7	7	2	20	3	1	1	1	2	3	2.91	1	3	3	4	7	3	3	4	4	4	4	3	5.2	1	2	2	3	2	3	1	3	1
51	6	1	7	1	6	5	7	7	4	7	7	7	3	4	7	7	5	7	3	7	7	2	5	5	2	7	4	4	6	7	5	1	6	4	4	6	5	3	2	4	5	3	2	2	20	3	6	4	3	3	3	2.7	1	6	6	4	4	2	1	4.1	3	5	4	3	3.6	0	1	1	3	3	1	1	3	3
51	6	4	7	4	3	6	7	7	2	7	4	7	2	6	7	6	4	6	3	7	6	5	3	6	2	6	6	2	1	7	4	1	7	4	5	7	3	4	5	4	5	4	3	2	18	6	4	6	4	4	1	3.02	2	3	6	2	6	7	1	4.6	5	4	4	3	4.4	0	2	2	3	2	1	1	3	1
52	6	3	4	1	5	2	6	5	6	7	5	7	6	3	6	2	6	7	2	7	5	3	2	6	6	7	6	5	5	7	2	2	5	4	2	4	5	2	4	6	2	4	3	2	20	1	4	5	1	2	2	2.8	1	5	2	2	3	3	1	3.3	3	6	2	6	3.8	0	1	1	3	3	1	1	3	3
52	6	2	5	1	6	6	6	6	1	7	6	7	4	7	7	7	2	4	5	7	3	3	9	5	3	6	7	1	4	6	7	1	3	4	5	5	3	6	5	4	6	6	2	2	18	3	6	1	6	3	1	2.84	4	5	5	1	7	4	2	4.1	5	2	4	2	4	0	1	1	3	3	3	2	1	3
53	4	7	6	4	4	4	5	4	7	4	4	4	1	4	7	7	7	7	4	7	1	6	2	1	2	1	1	7	6	3	4	6	4	4	4	6	4	4	5	4	4	3	5	2	18	3	3	3	1	3	1	2.55	1	2	6	7	1	2	5	3.7	4	4	4	4	4.3	1	3	2	3	2	2	1	1	1
53	6	2	7	4	5	3	5	7	7	7	7	3	5	4	5	5	6	6	3	6	3	7	5	5	4	3	5	5	3	7	5	1	7	3	2	5	3	6	5	5	2	2	4	1	19	1	3	3	5	5	1	.	2	1	4	3	3	5	1	3.7	5	2	3	6	3.7	1	1	2	3	3	1	1	1	1
54	4	3	3	3	4	3	4	2	3	4	4	5	2	5	7	7	5	6	3	4	5	2	2	2	2	4	6	5	6	4	4	3	4	5	5	7	6	3	6	2	2	6	5	2	21	1	6	6	6	3	2	3.58	2	6	6	2	3	2	4	3.4	2	5	6	6	5.3	0	1	1	2	2	1	1	3	3
54	7	2	5	1	7	7	7	7	4	6	7	7	7	5	7	7	5	5	4	7	6	7	9	3	3	2	3	2	2	2	7	3	1	4	6	7	6	1	7	5	2	7	6	2	18	3	3	1	3	2	1	2.17	3	1	5	5	6	6	6	4.4	2	7	3	6	5.5	1	1	1	3	3	2	1	3	1
55	3	7	6	7	1	2	2	1	2	2	3	6	1	5	4	2	2	2	4	6	7	1	2	3	6	7	5	3	6	4	2	1	5	5	7	6	6	5	5	7	4	5	4	2	19	1	7	6	4	3	2	3.4	6	7	2	3	5	2	4	3.4	2	3	1	4	4.2	0	3	3	1	1	2	3	3	3
55	4	6	4	2	4	4	5	4	5	4	5	7	2	6	7	3	2	7	3	7	7	5	3	6	6	5	5	1	4	3	1	1	4	5	5	7	2	5	4	5	6	7	6	2	18	3	2	2	1	1	1	.	1	3	2	3	7	4	5	3.8	6	3	3	2	4.8	1	3	1	3	3	1	1	3	1
56	5	2	4	3	4	5	5	5	4	5	4	5	4	6	7	7	2	3	5	4	4	2	6	5	4	5	6	2	3	5	5	2	4	3	2	4	4	4	5	3	3	4	3	2	18	7	7	7	5	4	1	.	5	6	4	2	6	5	3	4.1	4	4	5	5	3.9	0	1	1	3	2	3	3	2	3
56	5	5	7	3	5	3	5	6	1	6	4	6	5	4	5	4	5	6	5	7	5	2	6	2	7	7	3	5	7	3	7	7	1	7	7	6	2	2	2	2	3	7	6	1	19	3	7	7	5	4	2	3.02	2	6	1	5	3	1	5	3.9	6	6	6	5	5.8	0	3	1	3	2	3	1	3	3
57	4	5	6	4	5	2	3	3	5	6	4	6	4	3	7	6	6	5	3	7	4	4	2	4	5	4	4	5	6	5	6	5	5	6	6	5	4	3	5	5	3	7	4	2	19	.	4	6	4	4	1	.	3	4	3	4	3	2	3	3.9	4	5	3	5	5	0	3	2	1	2	1	1	2	2
57	7	2	2	2	5	5	6	6	6	6	6	7	5	5	7	5	5	5	5	4	5	5	5	6	3	5	5	2	5	5	3	3	5	2	2	4	5	5	3	5	5	3	2	1	18	1	1	3	6	3	1	2.6	3	3	5	3	6	3	3	4.2	3	3	3	3	2.8	1	1	1	3	3	3	1	3	1
