36	5	3	5	3	5	2	3	6	6	6	3	4	3	3	6	4	5	1	1	5	1	1	6	5	5	4	5	4	5	1	5	4	5	5	7	3	5	4	5	4	4	5	1	20	3	3	1	1	1	3	999	0	4.4	4.7	0	1	0	0	0	0	0
41	4	1	3	1	4	5	2	6	6	5	1	7	6	6	5	6	3	1	2	3	3	3	5	2	6	5	5	3	4	2	5	4	3	6	7	5	2	3	5	4	3	2	1	18	8	4	3	1	2	999	3.52	0	4.1	4	0	0	0	1	0	0	0
42	6	3	5	3	5	4	3	7	4	6	2	5	4	4	3	4	2	3	3	7	3	2	6	6	5	4	5	5	5	5	5	5	2	4	3	3	2	2	3	6	3	2	1	19	6	3	4	5	4	1	999	0	5.1	3	1	0	0	0	0	0	0
44	7	1	5	1	3	1	2	5	1	2	2	7	1	6	7	7	7	1	1	7	1	1	3	1	6	4	6	4	3	1	6	1	7	7	7	3	3	7	1	6	7	7	2	18	2	4	3	1	1	999	2.86	0	3.5	5.5	0	0	0	1	0	0	0
45	5	1	5	3	5	5	3	7	6	4	3	6	5	2	7	7	6	1	1	6	2	3	5	3	6	6	6	3	5	2	4	3	5	5	7	3	6	5	5	7	1	6	1	18	3	3	3	6	3	1	999	0	4.3	5	0	1	0	0	0	0	0
47	6	3	5	3	5	5	3	5	4	5	3	5	5	5	6	5	3	3	3	5	3	3	6	3	5	5	5	2	7	1	7	5	4	2	4	5	3	3	5	3	4	4	2	20	3	4	4	5	4	3	3.3	0	4.6	3.7	0	1	0	0	0	0	0
49	4	1	7	3	3	3	3	4	4	4	3	4	4	5	7	6	1	3	3	3	3	1	6	6	6	6	6	6	2	6	7	6	3	2	5	5	3	5	4	3	3	4	2	18	1	3	3	4	3	1	999	0	5.7	3.7	0	0	1	0	0	0	0
51	2	1	7	1	2	4	2	3	4	3	2	5	2	5	7	7	5	1	2	5	2	2	3	3	5	5	5	3	4	5	4	4	4	5	7	5	4	5	4	3	5	5	2	19	3	1	3	1	1	2	3.55	0	4.1	4.7	0	1	0	0	0	0	0
52	4	1	4	1	3	4	3	6	1	6	3	6	4	6	7	7	3	3	3	7	3	1	5	3	7	6	2	7	6	2	7	6	4	1	4	6	2	1	5	1	4	4	2	18	3	4	1	1	1	999	3.14	0	5.1	3.2	0	1	0	0	0	0	0
54	6	2	7	1	4	3	3	3	7	5	3	5	2	6	7	7	7	1	1	7	3	1	3	5	5	5	6	7	6	6	7	5	4	5	7	5	3	6	5	4	4	6	2	18	3	1	3	1	1	999	3.37	0	5.5	4.9	0	1	0	0	0	0	0
56	7	2	7	3	4	4	3	6	4	6	3	7	2	7	7	7	1	3	3	5	3	3	7	7	7	7	7	7	7	7	7	7	3	1	4	5	3	2	7	3	2	1	2	18	3	1	1	1	2	999	2.35	0	7	3.1	0	1	0	0	0	0	0
59	6	1	1	2	7	7	3	7	4	7	3	7	1	6	7	7	5	1	3	7	2	1	6	7	6	6	2	7	7	4	7	7	4	5	3	6	3	1	3	6	1	6	2	18	3	4	4	1	1	999	999	0	5.9	3.8	0	1	0	0	0	0	0
60	7	3	7	3	7	7	3	7	5	6	3	7	7	7	7	7	7	1	3	7	3	3	6	7	6	6	7	7	6	3	7	4	7	6	7	2	6	7	2	6	5	6	2	20	3	4	4	3	3	3	3.6	0	5.9	5.4	0	1	0	0	0	0	0
61	6	3	3	3	6	6	3	7	5	7	3	6	4	5	6	4	2	3	3	4	3	3	7	6	6	6	7	6	6	6	7	7	2	2	2	6	2	1	7	2	2	1	2	19	3	1	3	1	1	999	3.24	0	6.4	2.7	0	1	0	0	0	0	0
63	4	1	5	2	3	4	1	4	1	4	2	7	4	5	6	6	3	1	2	5	3	3	3	2	4	5	2	2	2	6	4	2	5	6	4	2	5	6	2	5	4	4	2	17	6	3	3	1	2	999	3.29	0	3.2	4.3	1	0	0	0	0	0	0
66	6	3	2	3	5	5	3	6	2	6	3	6	5	4	7	7	5	2	2	3	3	3	5	4	5	5	6	6	5	1	5	3	2	3	7	4	5	3	6	4	3	3	2	19	3	3	1	1	1	2	3.02	0	4.5	4	0	1	0	0	0	0	0
67	5	3	6	3	6	6	3	6	2	6	2	7	6	6	7	6	7	1	1	6	1	1	5	2	6	4	6	5	6	1	6	4	4	2	7	4	4	2	2	3	5	6	2	18	8	4	4	6	3	1	999	0	4.5	3.9	0	0	0	1	0	0	0
69	4	1	7	2	4	3	2	5	4	5	1	5	3	3	6	5	5	1	1	6	2	3	5	6	5	5	6	5	5	2	7	5	2	1	4	5	4	1	5	3	1	1	2	18	3	3	1	3	2	1	999	0	5.1	2.7	0	1	0	0	0	0	0
70	7	2	5	3	4	4	3	6	6	4	2	6	4	6	7	7	7	1	1	7	2	2	5	4	5	4	4	5	3	1	6	4	4	6	7	3	5	5	4	3	6	6	2	18	3	1	1	6	2	1	2.72	0	4.1	4.9	0	1	0	0	0	0	0
71	5	3	7	2	4	4	2	4	3	4	3	7	2	5	7	6	6	1	2	6	3	1	5	2	4	5	4	3	4	6	6	5	2	2	4	5	4	4	5	4	2	2	2	19	3	4	4	3	2	1	999	0	4.4	3.4	0	1	0	0	0	0	0
73	3	1	4	1	1	3	2	4	3	2	2	6	3	6	7	4	7	1	1	5	3	2	4	2	4	5	2	2	3	4	3	3	4	5	7	4	4	5	6	6	4	3	2	19	1	4	999	1	2	2	3.4	0	3.2	4.8	0	0	1	0	0	0	0
74	4	1	5	1	3	2	1	3	4	5	1	4	3	1	7	7	7	1	1	7	1	1	4	3	5	3	4	3	3	7	3	4	5	5	7	2	6	4	4	6	4	6	2	21	1	4	3	3	2	4	2.69	0	3.9	4.9	0	0	1	0	0	0	0
75	4	1	4	2	3	3	3	4	5	5	2	6	5	6	7	7	6	1	3	6	2	2	7	5	7	5	6	6	6	4	7	6	4	5	6	6	3	4	5	4	3	4	2	18	1	3	3	1	3	1	3	0	5.9	4.4	0	0	1	0	0	0	0
76	4	2	6	2	5	3	3	7	3	3	2	7	3	6	7	7	7	1	3	7	3	1	5	3	6	4	7	3	5	4	7	4	3	6	7	4	4	7	4	3	7	7	2	20	3	1	1	1	2	3	2.91	0	4.8	5.2	0	1	0	0	0	0	0
79	6	3	4	3	5	2	3	5	6	7	3	7	6	3	6	2	6	1	1	7	3	3	6	2	7	6	3	3	7	6	6	5	4	2	4	5	6	4	6	6	4	3	2	20	1	4	5	1	2	2	2.8	0	5.1	4.4	0	0	1	0	0	0	0
81	4	1	6	2	4	4	3	4	7	4	2	4	1	4	7	7	7	1	2	7	1	1	1	6	1	1	1	2	3	4	2	4	4	4	6	4	4	5	4	4	3	5	2	18	3	3	3	1	3	1	2.55	0	2.5	4.3	0	1	0	0	0	0	0
82	6	3	7	2	5	3	3	7	7	7	3	3	5	4	5	5	6	1	1	6	1	1	5	4	3	5	3	5	7	3	7	7	3	2	5	3	2	5	5	6	2	4	1	19	1	3	3	5	5	1	999	0	4.9	3.7	0	0	1	0	0	0	0
84	7	3	5	3	7	7	3	7	4	6	3	7	7	5	7	7	5	1	2	7	3	1	3	5	2	3	6	6	2	1	5	1	4	6	7	6	7	7	5	6	7	6	2	18	3	3	1	3	2	1	2.17	0	3.4	6.1	0	1	0	0	0	0	0
86	4	1	4	3	4	4	3	4	5	4	3	7	2	6	7	3	2	1	1	7	3	1	6	2	5	5	7	4	3	7	7	4	5	5	7	2	3	4	5	2	7	6	2	18	3	2	2	1	1	1	999	0	5	4.6	0	1	0	0	0	0	0
90	7	3	2	3	5	5	3	6	6	6	3	7	5	5	7	5	5	1	3	4	3	1	6	5	5	5	6	3	5	5	5	5	2	2	4	5	3	3	5	3	3	2	1	18	1	1	3	6	3	1	2.6	0	5	3.2	0	0	1	0	0	0	0
92	4	1	3	1	1	1	3	7	4	2	2	5	1	4	7	7	3	3	2	4	2	1	5	1	6	4	3	3	5	2	4	5	2	5	4	5	4	1	5	4	6	1	2	18	1	4	4	3	2	1	3.88	0	3.8	3.7	0	0	1	0	0	0	0
93	4	1	4	2	4	7	3	7	1	7	3	7	4	6	7	7	3	1	3	7	3	1	7	1	7	7	3	1	6	1	4	7	3	2	6	5	3	3	4	3	2	2	2	18	2	4	3	1	1	1	999	0	4.4	3.3	0	0	0	1	0	0	0
94	7	2	5	3	7	5	3	6	1	5	3	7	6	5	7	6	5	1	3	7	3	1	5	1	7	7	5	2	7	2	7	5	4	6	7	6	2	5	5	3	7	7	2	20	3	1	4	4	3	3	999	0	4.8	5.2	0	1	0	0	0	0	0
99	6	3	7	3	6	6	3	6	1	7	3	7	4	6	7	7	5	1	3	6	1	1	5	2	6	5	6	2	6	2	7	5	2	4	5	5	3	4	5	4	4	2	2	18	3	3	5	3	2	1	999	0	4.6	3.8	0	1	0	0	0	0	0
100	6	3	5	3	6	4	3	7	6	7	3	6	6	6	7	6	5	1	2	6	3	2	6	4	5	5	6	7	7	4	6	6	1	4	4	4	5	2	5	4	2	1	2	18	3	1	3	3	2	1	1.82	0	5.6	3.2	0	1	0	0	0	0	0
101	4	1	7	2	1	4	2	4	4	5	2	5	3	3	6	6	2	3	2	7	1	1	4	3	4	5	3	3	4	4	6	4	6	6	7	5	6	4	4	6	5	6	2	17	2	1	1	1	1	1	2.51	0	4	5.5	0	0	0	1	0	0	0
104	4	2	7	2	4	5	3	4	7	4	2	7	4	6	7	6	4	1	3	7	2	2	2	2	4	3	3	1	2	1	4	3	4	5	6	5	3	2	2	4	6	4	2	18	6	3	3	3	2	1	2.99	0	2.5	4.1	1	0	0	0	0	0	0
106	5	2	7	1	2	4	2	2	7	3	2	5	1	4	7	6	4	2	1	5	2	2	4	6	3	4	7	7	3	1	2	3	4	5	7	4	2	4	5	4	4	5	2	19	1	1	3	4	3	1	999	0	4	4.4	0	0	1	0	0	0	0
107	7	3	4	3	7	7	3	7	1	7	3	7	7	5	6	5	2	3	3	1	3	3	3	1	7	7	6	1	6	1	3	3	7	7	7	3	4	7	2	6	7	7	2	19	3	4	3	3	3	2	3.21	0	3.8	5.7	0	1	0	0	0	0	0
108	7	3	5	3	6	6	3	7	2	7	3	7	7	5	6	6	3	1	3	5	3	3	5	6	6	5	6	6	6	6	7	5	4	4	5	5	2	4	4	3	4	3	2	18	6	3	3	3	2	1	3.3	0	5.8	3.8	1	0	0	0	0	0	0
114	6	2	4	3	5	4	3	6	4	6	3	7	6	5	7	7	1	3	3	1	3	3	7	7	7	6	7	7	7	7	7	7	2	2	6	6	3	2	5	2	2	2	2	18	3	1	1	1	2	1	3.13	0	6.9	3.2	0	1	0	0	0	0	0
115	6	3	6	3	5	4	3	5	6	5	3	6	5	5	7	6	3	3	3	6	3	3	6	3	5	5	6	3	5	3	5	6	5	5	5	4	4	6	4	5	4	3	2	19	1	1	1	1	1	2	3.75	0	4.7	4.5	0	0	1	0	0	0	0
116	7	3	7	1	2	5	3	6	4	5	3	6	5	4	6	4	2	2	3	6	3	2	6	7	4	4	5	7	7	4	6	7	2	2	3	6	4	4	6	4	2	3	2	17	1	3	4	1	1	1	2.57	0	5.7	3.6	0	0	1	0	0	0	0
118	6	2	7	2	4	5	3	6	4	6	3	7	6	6	7	7	1	3	3	5	3	2	3	2	5	4	7	6	7	1	5	4	6	7	7	4	5	7	4	5	7	7	2	18	3	3	1	1	2	1	3.49	0	4.4	5.9	0	1	0	0	0	0	0
123	4	2	5	3	4	4	1	3	1	4	1	5	4	4	7	6	5	1	1	4	1	2	3	3	4	5	4	2	4	2	5	3	6	6	7	3	6	2	2	6	6	7	2	22	6	4	3	4	2	3	0	0	3.5	5.1	1	0	0	0	0	0	0
126	7	3	5	3	6	2	3	7	5	7	3	7	5	7	7	7	5	1	2	7	1	2	4	4	5	4	7	4	4	1	5	7	2	1	5	2	4	4	5	3	4	5	2	19	3	3	3	1	3	1	999	0	4.5	3.5	0	1	0	0	0	0	0
127	3	1	4	3	5	5	2	3	6	6	2	7	2	5	6	6	6	1	1	7	3	2	4	3	5	5	2	2	4	6	4	5	3	5	5	3	4	5	6	2	4	2	1	18	1	4	4	1	2	1	3.45	0	4	3.9	0	0	1	0	0	0	0
128	7	3	5	3	7	7	3	7	2	7	3	7	7	6	7	7	2	3	3	5	3	3	6	6	6	6	6	7	6	4	7	5	3	2	6	6	2	2	6	2	2	4	1	19	6	3	3	1	1	2	3.82	0	5.9	3.5	1	0	0	0	0	0	0
129	6	3	4	3	6	5	3	6	4	6	3	6	2	4	7	7	6	1	1	5	3	2	5	6	6	6	6	6	6	6	6	6	4	4	4	5	4	5	5	3	3	2	2	18	3	4	3	1	1	2	2.59	0	5.9	3.9	0	1	0	0	0	0	0
130	7	3	4	3	4	4	3	5	1	7	3	6	4	6	7	7	3	2	3	5	3	3	6	3	5	5	6	3	5	4	7	6	5	6	7	2	5	6	4	3	6	5	2	21	6	3	3	4	3	3	3.8	0	5	4.9	1	0	0	0	0	0	0
131	4	1	5	1	4	2	2	4	4	4	2	5	3	4	7	5	6	1	2	6	1	1	4	3	4	5	4	3	4	4	5	4	4	5	4	3	6	1	2	5	4	4	1	18	3	3	999	1	1	1	999	0	4	3.8	0	1	0	0	0	0	0
132	4	2	5	2	4	6	3	7	1	1	3	7	5	5	7	7	1	3	3	5	3	3	7	7	7	7	7	7	1	7	7	7	5	4	4	4	4	1	5	2	4	3	2	18	3	3	3	3	3	1	2.83	0	6.4	3.6	0	1	0	0	0	0	0
133	4	1	5	1	4	5	2	4	3	4	2	5	3	6	7	6	6	1	3	6	3	2	6	6	6	6	6	4	6	6	6	6	5	5	5	4	4	5	5	4	5	5	2	18	8	4	3	3	3	1	999	0	5.8	4.7	0	0	0	1	0	0	0
135	6	3	7	3	5	4	3	6	7	6	3	7	4	6	5	3	6	1	1	7	3	3	6	5	4	4	1	5	5	3	6	3	1	4	6	7	3	1	6	3	6	1	1	18	1	3	3	1	2	1	3.02	0	4.2	3.8	0	0	1	0	0	0	0
140	5	1	5	1	4	5	3	3	5	4	3	6	4	6	7	5	6	1	2	5	1	1	6	6	6	6	6	6	6	3	6	6	4	3	6	5	5	5	5	5	4	3	1	18	1	3	3	3	3	1	2.92	0	5.7	4.5	0	0	1	0	0	0	0
141	6	3	2	3	6	7	3	7	4	7	3	7	6	5	7	7	5	1	3	4	3	2	7	7	7	6	7	7	7	6	7	7	2	3	5	4	4	6	5	3	4	2	2	18	3	3	4	1	2	1	3.5	0	6.8	3.8	0	1	0	0	0	0	0
142	6	3	6	2	5	3	3	5	4	5	3	7	4	2	5	7	5	1	1	6	3	1	4	4	5	4	5	5	7	4	5	5	4	4	5	4	4	5	5	4	3	3	1	20	3	3	1	3	3	3	2.6	0	4.8	4.1	0	1	0	0	0	0	0
145	7	3	7	3	7	7	3	7	2	7	3	7	7	7	7	7	1	3	3	7	3	3	7	7	7	7	7	7	4	4	7	7	4	1	4	7	2	4	4	1	4	2	1	18	1	3	3	1	1	1	3.52	0	6.4	3.3	0	0	1	0	0	0	0
148	6	3	6	3	5	4	3	5	5	6	3	7	4	3	6	6	5	1	1	7	2	1	4	5	3	3	3	5	4	3	6	4	1	2	5	3	2	2	6	2	1	1	1	19	1	4	3	1	2	2	2.64	0	4	2.5	0	0	1	0	0	0	0
149	6	2	6	2	5	3	3	6	2	6	3	5	3	6	6	6	1	1	3	5	1	3	6	2	6	6	6	3	5	1	6	4	5	5	6	4	4	5	4	2	5	5	2	19	1	3	3	1	2	2	999	0	4.5	4.5	0	0	1	0	0	0	0
152	4	1	7	1	4	2	1	6	4	3	2	7	1	4	7	6	5	1	1	6	3	1	3	1	6	7	4	3	5	2	2	4	5	4	6	4	4	5	5	4	1	5	2	17	3	1	1	1	2	1	999	0	3.7	4.3	0	1	0	0	0	0	0
153	4	1	6	1	3	3	2	1	4	2	2	7	1	4	7	7	5	1	1	1	2	2	3	3	5	4	4	3	6	1	4	3	7	6	7	4	6	4	3	5	5	6	2	19	1	4	3	3	3	999	2.76	0	3.6	5.3	0	0	1	0	0	0	0
158	7	3	1	3	7	7	3	7	2	7	3	7	6	6	7	7	4	1	2	5	2	2	2	1	4	4	4	1	4	1	1	1	5	5	7	3	4	4	2	5	6	3	2	18	6	3	3	3	3	1	999	0	2.3	4.4	1	0	0	0	0	0	0
159	6	3	4	3	6	4	3	6	4	6	3	6	5	4	7	7	7	1	3	7	1	1	2	4	6	6	1	2	6	2	4	5	5	6	7	3	3	7	2	6	6	6	2	17	1	4	4	6	2	1	999	0	3.8	5.1	0	0	1	0	0	0	0
163	6	3	5	3	5	5	3	5	5	5	2	5	4	4	6	6	5	1	2	5	1	3	4	3	4	3	5	3	5	5	5	5	3	4	5	5	4	3	5	3	3	2	2	18	6	4	3	1	2	1	2.99	0	4.2	3.7	1	0	0	0	0	0	0
164	7	3	6	3	5	6	3	7	5	6	2	7	4	6	7	5	4	1	3	6	3	3	6	7	7	7	7	7	7	7	7	6	1	1	4	5	3	1	4	3	1	2	2	20	1	3	3	3	2	3	999	0	6.8	2.5	0	0	1	0	0	0	0
167	5	1	6	2	5	5	3	4	6	5	1	6	5	5	6	3	6	1	1	6	1	1	5	3	5	5	5	3	3	2	3	4	2	4	7	2	5	5	4	3	2	6	2	18	1	5	4	1	2	1	999	0	3.8	4	0	0	1	0	0	0	0
173	7	3	2	3	7	5	3	7	4	6	3	6	6	3	5	1	5	1	2	7	2	1	6	6	6	6	7	7	7	1	7	5	3	6	6	5	4	4	5	2	4	3	1	21	3	4	3	1	2	4	2.5	0	5.8	4.2	0	1	0	0	0	0	0
176	7	3	7	3	5	4	3	6	7	6	3	7	6	6	7	7	6	1	2	3	3	1	6	4	5	5	7	7	6	4	6	1	4	5	7	5	3	7	2	4	6	5	2	19	3	3	1	3	2	2	3.4	0	5.1	4.8	0	1	0	0	0	0	0
185	7	3	4	3	7	7	3	7	3	7	3	7	7	6	7	7	5	1	2	5	1	3	5	5	6	6	5	5	6	3	5	4	4	4	5	3	4	5	4	3	5	4	1	18	8	3	3	1	2	1	3.45	0	5	4.1	0	0	0	1	0	0	0
191	5	3	5	1	3	4	3	2	6	5	3	7	4	4	7	6	6	1	1	5	3	1	4	5	5	3	2	3	5	2	7	2	4	2	5	5	5	6	7	3	7	4	2	19	3	1	1	1	1	2	2.88	0	3.8	4.8	0	1	0	0	0	0	0
193	4	1	6	1	2	2	3	4	4	3	1	6	4	5	7	7	2	3	3	7	3	2	2	2	4	3	4	2	4	5	7	4	4	4	3	5	4	2	5	3	2	2	2	20	3	1	1	1	1	3	3.62	0	3.7	3.4	0	1	0	0	0	0	0
194	6	3	4	3	6	5	3	7	4	6	3	6	5	6	7	7	7	1	1	7	3	2	5	1	6	5	6	2	6	3	4	5	3	3	4	6	2	2	3	4	2	4	2	18	3	3	999	1	1	1	999	0	4.3	3.3	0	1	0	0	0	0	0
195	6	3	2	3	6	6	3	7	2	6	3	7	5	6	7	6	2	3	3	3	3	3	6	6	6	6	6	6	6	3	6	6	2	2	4	6	3	2	6	2	2	2	2	22	6	4	4	1	1	3	999	0	5.7	3.1	1	0	0	0	0	0	0
196	6	1	4	3	3	4	3	4	3	4	3	6	2	6	5	2	2	3	3	5	3	3	7	4	5	6	3	3	5	4	7	5	2	3	2	5	5	4	5	4	4	2	1	18	1	3	2	1	1	1	2.11	0	4.9	3.6	0	0	1	0	0	0	0
200	4	1	7	1	3	4	2	4	7	5	2	7	1	4	7	7	5	1	2	7	2	2	5	2	5	6	6	6	7	4	7	5	3	7	7	3	5	4	2	3	1	4	2	18	3	3	3	1	2	1	999	0	5.3	3.9	0	1	0	0	0	0	0
202	5	3	6	3	5	4	3	6	6	6	3	6	5	5	7	6	5	1	2	6	2	2	5	2	5	4	5	4	5	1	6	5	6	4	5	5	4	6	5	2	3	3	2	18	3	3	3	1	1	1	3.05	0	4.2	4.3	0	1	0	0	0	0	0
205	7	3	6	3	5	5	3	6	4	5	2	6	4	4	6	5	3	1	2	5	3	3	5	6	5	5	6	7	6	4	7	6	5	6	7	5	6	4	5	4	4	2	2	18	6	4	1	1	1	1	2.4	0	5.7	4.8	1	0	0	0	0	0	0
207	7	2	7	2	4	3	3	7	5	6	3	4	4	4	7	7	7	1	1	1	3	1	6	3	6	4	6	3	5	3	3	5	4	5	7	5	3	7	5	2	6	6	2	18	3	1	4	3	3	1	2.94	0	4.4	5	0	1	0	0	0	0	0
210	4	3	2	2	5	5	2	7	3	5	2	7	5	6	7	7	2	3	3	5	3	3	6	6	6	7	6	5	5	4	6	5	4	3	5	6	4	2	3	3	6	4	1	18	3	1	3	1	2	1	999	0	5.6	4	0	1	0	0	0	0	0
211	6	3	1	3	6	6	3	6	2	6	3	6	6	5	7	6	1	3	3	2	3	3	6	7	6	6	7	7	6	7	7	6	1	1	4	5	2	5	5	2	2	2	1	18	6	3	4	5	4	1	3.16	0	6.5	2.9	1	0	0	0	0	0	0
212	7	1	7	2	4	5	3	5	1	6	3	7	4	6	7	7	2	3	3	4	3	3	7	7	7	7	7	7	7	7	7	7	2	2	3	4	4	5	3	4	4	4	2	18	3	1	1	1	3	1	2.5	0	7	3.5	0	1	0	0	0	0	0
219	4	2	6	2	6	6	1	4	2	6	2	7	3	6	7	7	1	3	3	2	3	3	7	6	7	7	7	7	7	6	7	7	2	2	2	6	2	2	6	2	5	2	2	18	1	3	5	3	3	1	999	0	6.8	3.1	0	0	1	0	0	0	0
220	6	3	5	3	5	6	3	6	2	6	3	6	5	5	7	6	4	3	3	5	3	3	6	3	6	5	6	3	6	5	6	5	5	6	6	5	5	4	4	3	6	5	2	19	8	3	4	4	3	2	3.4	0	5.1	4.9	0	0	0	1	0	0	0
222	7	3	3	3	6	5	3	6	3	7	3	7	5	7	7	7	2	3	3	5	3	3	6	6	7	6	6	7	5	6	7	7	3	3	5	6	1	3	6	2	4	2	1	19	5	5	4	3	2	1	999	0	6.3	3.5	0	0	0	1	0	0	0
225	6	3	5	3	4	4	3	4	4	5	3	5	4	4	7	3	3	1	3	7	3	1	6	7	6	6	5	3	6	5	7	6	5	5	5	6	5	6	4	4	5	5	2	20	3	3	4	1	2	3	999	0	5.7	5	0	1	0	0	0	0	0
226	4	1	5	1	4	4	2	4	3	5	2	7	4	5	7	4	1	3	3	2	3	3	7	7	5	5	7	7	5	7	7	7	4	5	7	5	4	6	7	3	5	5	2	21	8	1	4	1	1	3	999	0	6.4	5.1	0	0	0	1	0	0	0
227	5	3	2	3	6	6	3	6	1	7	3	7	7	6	7	7	2	1	3	6	3	3	6	4	6	4	6	3	4	4	6	6	3	3	4	5	3	5	6	2	4	4	2	18	3	1	3	3	3	1	2.83	0	4.9	3.9	0	1	0	0	0	0	0
229	7	3	7	3	5	5	3	7	6	6	3	6	6	4	7	4	7	1	1	7	3	1	5	2	5	2	3	1	7	7	4	7	6	7	7	4	6	4	6	4	5	6	2	18	1	3	3	1	1	1	999	0	4.3	5.5	0	0	1	0	0	0	0
230	4	1	5	1	4	4	3	3	6	4	3	5	4	4	6	6	6	1	1	6	1	1	2	2	3	3	2	1	2	2	1	1	6	6	7	4	6	6	4	5	5	6	1	19	3	1	1	1	2	1	999	0	1.9	5.5	0	1	0	0	0	0	0
232	5	3	1	3	7	5	3	6	4	7	3	7	4	5	5	2	1	3	3	4	3	3	6	6	6	6	5	5	7	3	7	6	2	1	2	6	2	2	5	2	2	1	1	19	6	3	1	1	3	1	999	0	5.7	2.5	1	0	0	0	0	0	0
235	2	1	7	1	2	1	1	1	7	2	1	4	2	4	7	7	7	1	1	7	1	1	1	1	2	2	2	1	3	1	1	2	2	7	7	2	7	1	2	5	2	7	2	18	1	3	3	6	2	1	999	0	1.6	4.2	0	0	1	0	0	0	0
236	7	2	5	2	4	5	3	4	1	5	3	7	4	4	7	6	6	1	2	7	3	2	7	4	6	5	4	7	6	7	7	6	3	1	7	4	3	3	6	6	4	4	2	17	3	4	4	3	3	1	999	0	5.9	4.1	0	1	0	0	0	0	0
